,Code commune,Population: Habitants (2014),Population: Variation en % (2010-2014),Population: Densité de la population par km² (2014),Population: Etrangers en % (2014),Répartition par âge en %: 0-19 ans (2014),Répartition par âge en %: 20-64 ans (2014),Répartition par âge en %: 65 ans ou plus (2014),Mouvement de la population (en ‰): Taux brut de nuptialité (2014),Mouvement de la population (en ‰): Taux brut de divortialité (2014),Mouvement de la population (en ‰): Taux brut de natalité (2014),Mouvement de la population (en ‰): Taux brut de mortalité (2014),Ménage: Ménages privés (2014),Ménage: Taille moyenne des ménages en personnes (2014),Surface: Surface totale en km² (2004/09),Surface: Surfaces d'habitat et d'infrastructure en % (2004/09),Surface: Variation en ha (1979/85-2004/09),Surface: Surface agricole en % (2004/09),Surface: Variation en ha (1979/85-2004/09),Surface: Surface boisée en % (2004/09),Surface: Surface improductive en % (2004/09),Economie 1): Emplois total (2013),Economie 1): Secteur primaire (2013),Economie 1): Secteur secondaire (2013),Economie 1): Secteur tertiaire (2013),Economie 1): Etablissements total (2013),Economie 1): Secteur primaire (2013),Economie 1): Secteur secondaire (2013),Economie 1): Secteur tertiaire (2013),Constructions et logements: Taux de logements vacants (2015),Constructions et logements: Nouveaux logements construits pour 1000 habitants (2013),Protection sociale: Taux d'aide sociale (2014),Partis politiques en % (élections au Conseil national): PLR 2) (2015),Partis politiques en % (élections au Conseil national): PDC (2015),Partis politiques en % (élections au Conseil national): PS (2015),Partis politiques en % (élections au Conseil national): UDC (2015),Partis politiques en % (élections au Conseil national): PEV/PCS (2015),Partis politiques en % (élections au Conseil national): PVL (2015),Partis politiques en % (élections au Conseil national): PBD (2015),Partis politiques en % (élections au Conseil national): PST/Sol. (2015),Partis politiques en % (élections au Conseil national): PES (2015),Partis politiques en % (élections au Conseil national): Petits partis de droite (2015),Partis politiques en % (élections au Conseil national): Autres (2015),Infractions en ‰ de la population totale: selon le Code pénal (CP) (2014),Infractions en ‰ de la population totale: selon la Loi sur les stupéfiants et les produits psychotropes (LStup) (2014),Infractions en ‰ de la population totale: selon la Loi sur les étrangers (LEtr) (2014)
Oberstammheim,36,1153,6.9573283859,122.0105820106,7.7189939289,21.8560277537,60.1908065915,17.9531656548,4.3402777778,2.6041666667000003,13.8888888889,8.6805555556,489,2.345603272,9.38,8.5287846482,2,53.7313432836,-7,37.4200426439,0.3198294243,395,87,61,247,114,34,21,59,0.731261426,19.1138140747,0.9556907037000001,27.429641628,1.4982790038,9.3288115003,36.368698117,3.7963150435,5.7349665924,3.9734764122,0.010123506800000001,6.0285482891,2.6928528042,3.138287,8.6880973067,0,0
Ossingen,37,1391,3.1899109792,106.2643239114,8.4112149533,24.1552839684,58.5909417685,17.2537742631,4.3668122271,2.9112081514,7.2780203785,9.461426492,565,2.4336283186,13.11,9.3058733791,18,56.2929061785,-20,29.290617849,5.1106025934,456,88,82,286,110,29,19,62,6.0162601626,0,1.3264554164,12.292923752,2.7482172244000003,12.654964344,44.070213933,4.7394404827,7.7838727372,5.9736697751,0.0329127811,5.2386176632,0.7350521119,3.730115,22.1075902727,2.2107590273,5.1584377303
Rheinau,38,1315,0.9984639017,147.2564389698,20.4562737643,19.6197718631,62.433460076,17.9467680608,3.0291556229,3.7864445286,5.30102234,6.8156001515,588,2.1870748299000002,8.93,11.6461366181,16,26.3157894737,-18,54.7592385218,7.2788353863,465,22,55,388,70,3,16,51,0.8968609865,1.5082956259,1.1312217195,7.4216404467,7.463672391,20.655698331,30.479164165,2.5759577279,6.707097394,8.6585805212,0.6725111084000001,9.5352467876,1.6752732076,4.155158,24.8868778281,3.7707390649,2.2624434389
Thalheim an der Thur,39,915,11.858190709,142.0807453416,10.0546448087,23.825136612,60.9836065574,15.1912568306,2.18459858,0,6.55379574,4.36919716,370,2.4621621622,6.44,9.0062111801,6,65.5279503106,-6,21.4285714286,4.0372670807,262,59,86,117,61,18,4,39,1.0362694301,12.0087336245,1.8558951965000001,9.5230054875,0.3123680878,10.738708316,53.989024905,2.6677923174,3.8750527649,8.932038835,*,3.5542422963,3.1490080203,3.258759,17.4672489083,1.0917030568,1.0917030568
Trüllikon,40,1011,1.8126888218000001,105.8638743456,9.0009891197,19.0900098912,59.6439169139,21.2660731949,3.9860488291,2.9895366218,5.9790732436,7.9720976582,438,2.299086758,9.56,8.6820083682,15,61.7154811715,-18,29.2887029289,0.3138075314,355,117,102,136,100,38,17,45,1.0309278351,1.0040160643,0.8032128514,7.7316735823,0.5739972337,14.18395574,50.027662517,1.5145228216,4.59197787,11.417704011,0.0069156293,5.5048409405,3.3195020747,1.127248,19.0763052209,6.0240963855,0
Truttikon,41,463,-2.5263157895,104.9886621315,4.9676025918,25.2699784017,57.2354211663,17.494600432,0,0,10.9529025192,4.3811610077,172,2.6802325581,4.43,6.3205417607,2,64.7855530474,-2,28.4424379233,0.4514672686,97,52,17,28,42,19,7,16,0.5235602094,6.6666666667,0.2222222222,9.0010015023,1.2018027041,12.593890836,40.260390586,4.1311967952,4.1437155734,6.1717576365,0.8763144717,6.0841261893,11.241862794,4.293941,8.8888888889,0,0
Unterstammheim,42,894,2.1714285714,123.4806629834,11.0738255034,24.4966442953,58.389261745,17.1140939597,7.8651685393,0,6.7415730337,4.4943820225,348,2.5459770114999998,7.27,11.2792297111,11,51.5818431912,-14,36.4511691884,0.6877579092,415,80,179,156,93,24,21,48,0.7792207792,1.1286681716,1.467268623,20.394343756,1.4472548629,12.427803226,37.276770896,4.4347075616,8.0462059351,2.6090420235,0.3651331076,7.488548098,3.8173006705,1.69289,30.4740406321,2.2573363431,1.1286681716
Volken,43,339,9.3548387097,105.9375,10.3244837758,25.0737463127,62.8318584071,12.0943952802,9.3023255814,3.1007751938,6.2015503876,6.2015503876,136,2.4632352941,3.27,5.8103975535,2,64.8318042813,-2,29.3577981651,0,88,37,18,33,34,15,5,14,0.6896551724000001,0,1.6339869281000001,14.068606166,0.4342162397,7.6204950065,56.448111159,5.2105948762,4.8632218845,4.233608337,*,2.9309596179,2.713851498,1.476335,22.8758169935,3.2679738562000002,0
Waltalingen,44,675,-2.3154848046,92.8473177442,7.2592592593,21.3333333333,63.4074074074,15.2592592593,7.3152889539,2.9261155816,4.3891733723,4.3891733723,273,2.4468864469,7.28,7.5549450549,6,62.7747252747,-8,28.8461538462,0.8241758242,257,73,77,107,77,27,17,33,0.6802721088,2.8901734104,1.5895953757,14.781041247,0.49835648390000004,13.413211748,43.759940621,4.2625384371,6.6376842328,6.0757077722,*,5.8106245361,2.6508323614,2.110063,8.6705202312,2.8901734104,0
Bachenbülach,51,4079,4.9935649936,946.403712297,24.4667810738,21.5739151753,60.2598676146,18.1662172101,5.1685946345,2.2151119862,9.844942161,3.6918533104,1711,2.366452367,4.29,23.7762237762,13,34.0326340326,-12,39.1608391608,3.0303030303,1850,5,505,1340,259,3,45,211,1.1111111111,1.4825796887,2.8910303929000003,15.813470306,3.3416055867,16.583944133,35.421596353,5.1826628961,7.1766607029,4.6430426502,0.12119813010000001,3.6936572979,4.853696543,3.168465,44.7244872745,3.4593526069,0.4941932296
Bassersdorf,52,11404,2.9520628329000003,1262.9014396456,23.5268326903,21.7029112592,63.8898632059,14.4072255349,6.768040784,2.3732091061,11.6902522633,6.4164542498,4752,2.3840488215,8.99,30.7007786429,52,37.5973303671,-58,30.923248053400002,0.7786429366000001,3917,44,810,3063,583,14,91,478,1.2780180889000001,3.2599118943,2.0440528634,13.70179223,4.7728968006,17.872910913,37.106626615,2.8990182045,6.8866802411,5.345442816,0.0635042235,4.6519363748,3.933229845,2.765962,40.0881057269,4.4052863436,1.8502202643
Bülach,53,18895,7.9036034493,1174.3318831572,25.5834876952,20.0635088648,63.720560995,16.2159301402,6.1121089457,2.7343645283,10.8838431225,5.7904190012,8273,2.2516620331,16.1,29.9378881988,78,30.6832298137,-79,39.0683229814,0.3105590062,10252,89,2208,7955,1189,26,157,1006,1.9428192957000001,16.7318557149,2.9552368534999998,13.17065077,3.1785913223,19.687829622,35.495454923,5.7385306422,6.6973227301,3.7670218187,0.0592578546,5.6312739254,4.2884909395,2.285575,85.7779226423,17.8726640591,1.5754019991
Dietlikon,54,7578,7.2915191845,1783.0588235294,23.8981261547,20.190023753,60.9659540776,18.8440221694,5.3995680346,2.1598272138,10.7991360691,7.0194384449,3366,2.2251931075,4.22,47.3933649289,26,21.327014218,-30,30.5687203791,0.7109004739,5720,11,1130,4579,535,5,77,453,0.19846895380000001,9.6711798839,3.0809615916,15.925097129000001,3.1218681786,20.827555909,31.997089551,2.0839911588,10.28541618,5.9389629467,0.1386581733,4.4906028198,2.0798725992,3.110885,75.8496822327,6.7698259188000005,4.5592705167
Eglisau,55,4966,17.7614417833,548.1236203091,22.2513089005,23.0970600081,61.7398308498,15.1631091422,6.4594267259,1.0092854259,12.7169963666,7.0649979814,2023,2.4379634207,9.08,17.4008810573,16,34.140969163,-15,41.1894273128,7.268722467,1307,65,377,865,295,22,39,234,1.0147601476,9.5103197086,2.1853500607,14.006776034,3.1669044223,19.657631954,31.874108417,3.2043509272,9.9857346648,4.2796005705999995,0.11768901570000001,5.4350927247,4.8002853067,3.471826,35.2084176447,2.630513962,4.2492917847000005
Embrach,56,9114,2.8668171558,718.2033096927,25.8174237437,21.768707483,63.6054421769,14.6258503401,5.9820538385,3.5449207932,12.7395591005,5.7604962889,3651,2.4590523144,12.74,20.3296703297,41,32.6530612245,-42,45.2119309262,1.8053375196,3696,64,808,2824,492,22,85,385,1.4310820989,6.2639821029,5.3131991051,11.798820939,5.1389021871,16.352295887,40.916986965,2.8737911885000003,5.9869509910000005,4.40985378,0.12994296190000001,3.7122652478,5.594386464,3.085803,50.8948545861,6.2639821029,9.5078299776
Freienstein-Teufen,57,2310,0.6974716652,275,13.3766233766,21.038961039,62.5974025974,16.3636363636,4.7846889952,3.0448020879,10.4393214441,5.2196607221,944,2.4216101695,8.33,9.7238895558,14,38.6554621849,-14,49.4597839136,2.1608643457,600,84,106,410,157,23,25,109,0.6842619746,0,0.7867132867000001,9.1046990932,3.1063478978,15.976916735,37.625721352,8.748557296,6.855729596,6.163231657,0.06924979390000001,5.8103874691,3.7295960429,2.809563,20.541958042,8.7412587413,0.4370629371
Glattfelden,58,4838,13.5414222014,393.0138099106,23.1707317073,21.8272013229,64.9855312112,13.1872674659,4.4280442804,2.3194517659000002,10.332103321,4.217185029,1983,2.4004034291,12.31,19.5775792039,37,45.4914703493,-37,31.925264013,3.0056864338,933,56,171,706,228,21,51,156,1.0497489731,16.7850225952,2.1734452335,7.7435355716,2.0047765581,16.531943232,45.124695724,3.9705139393,9.6564552427,4.402241308,0.0321499104,5.0130896064,3.4469296836,2.073669,34.0004303852,5.5950075317,1.2911555842
Hochfelden,59,2024,1.4028056112,328.038897893,14.9703557312,24.3083003953,61.4624505929,14.2292490119,4.9590875279,3.4713612695,13.8854450781,1.9836350112,793,2.5359394704,6.15,9.593495935,19,42.4390243902,-20,44.8780487805,3.0894308943,411,28,232,151,89,10,21,58,0.3533568905,2.4888003982,1.1946241911,7.9779492834,2.033076075,17.314222712,49.146637266,4.3219404631,3.9823594267,3.8015435502,0.1675854465,3.4002205072000002,6.046306505,1.808159,19.9104031857,0.4977600796,2.4888003982
Höri,60,2663,8.4725050916,555.9498956159,31.7311303042,21.7048441607,63.9128802103,14.382275629,6.0388752595,1.8871485186,8.3034534818,4.9065861483,1051,2.4909609895,4.77,19.0775681342,12,58.9098532495,-12,12.578616352200001,9.4339622642,1095,30,590,475,179,11,56,112,0.1787310098,8.3459787557,3.1107738998,7.8434675201,1.6338217955,10.420526641,57.559934872,3.6494301274,5.9176913144,2.7398798495000003,0.0056145079,2.666891247,4.7554881815000005,2.807254,34.5220030349,3.0349013657,3.7936267071
Hüntwangen,61,1015,6.9546891465,206.7209775967,10.5418719212,22.3645320197,61.1822660099,16.4532019704,4.9504950495,1.9801980198,7.9207920792,7.9207920792,404,2.5123762376,4.93,23.9350912779,28,42.1906693712,-31,32.0486815416,1.8255578093,266,17,65,184,73,9,8,56,6.25,0,1.0945273632,12.477192982,1.8385964912000001,16.30877193,46.070175439,2.3789473684,6.3929824561,5.5649122807,0.049122807000000004,3.3122807018,2.7157894737,2.891228,48.7562189055,0,0
Kloten,62,18373,1.9023849140000002,953.4509600415,31.3285799815,18.6741414031,64.6873129048,16.638545692,5.4931607429,3.0457128872,10.4968319147,7.1247926468,8394,2.1610674291,19.3,43.3160621762,161,29.9481865285,-164,25.5958549223,1.1398963731,35980,49,4262,31669,1475,16,138,1321,1.3309199319,2.5543478261,4.3260869565,10.447830928,5.10827837,17.769956159,43.529384281,3.0089005521,5.7327965488,4.7890109719,0.0763126952,4.543720166,2.4170878141,2.576722,138.097826087,16.1956521739,77.2282608696
Lufingen,63,1915,8.6833144154,369.6911196911,17.545691906000002,24.0731070496,65.0130548303,10.9138381201,4.2238648363,1.0559662091,6.863780359,3.1678986272,754,2.523872679,5.19,15.2215799615,22,47.591522158000004,-17,36.6088631985,0.5780346821,332,22,84,226,96,10,18,68,0.49504950500000006,10.144153764,0.3203416978,16.866303074,3.1296192466,11.42769764,44.635302513,2.1764615934,7.3856975381,4.0012233039,0.0152912993,3.5017075284,4.7861766655,2.07452,36.3053924186,0,1.0678056594
Nürensdorf,64,5385,3.9575289575,536.3545816733,15.6360259981,19.2943361188,61.0399257196,19.6657381616,6.1607392887,2.4269579016,9.5211425371,5.9740502194000005,2353,2.2685932852,10.09,22.0019821606,40,46.6798810704,-39,31.3181367691,0,996,49,278,669,308,19,46,243,1.6895874263000001,1.6891891892,1.539039039,17.381719776,2.6818292385999998,11.457066407,46.217465337,2.590610557,5.8775237169,5.2830819752,0.009121868200000001,3.414619314,3.2899537825,1.797008,19.5195195195,0.1876876877,1.6891891892
Oberembrach,65,1092,12.2302158273,106.432748538,11.9047619048,19.5970695971,65.293040293,15.1098901099,7.3193046661,2.7447392498000003,10.0640439158,8.2342177493,477,2.2557651992,10.18,6.8762278978,8,58.5461689587,-8,34.2829076621,0.2946954813,246,68,25,153,87,30,8,49,0.1996007984,7.3126142596,1.1882998171999999,8.2691663877,2.9394040844,10.123870104,52.306662203,1.3458319384,4.1714094409,5.9122865752,*,3.3143622364,9.2400401741,2.376967,12.7970749543,5.4844606947,0
Opfikon,66,17173,10.274192512700001,3072.0930232558,44.4884411576,19.5772433471,67.5595411402,12.8632155127,6.7905646891,3.3357159876,15.0702883012,6.2544674768,7647,2.2202170786,5.61,62.2103386809,66,19.9643493761,-68,15.5080213904,2.3172905526,19923,19,2059,17845,1216,6,160,1050,1.1270613359000001,10.8516734744,5.8038163751,13.08030255,5.8313329408,18.158657548,39.878391231,2.9213279587,8.1163096155,3.8656642058,0.2094750668,2.8420671226,1.8026178722,3.293854,102.9080046333,8.2911662501,7.7424861306
Rafz,67,4243,5.4161490683,397.2846441948,19.3495168513,22.3426820646,61.795899128,15.8614188074,6.8899976241,2.6134473746999998,11.4041339986,4.0389641245,1744,2.4191513761,10.72,16.697761194,34,49.8134328358,-30,33.3955223881,0.0932835821,1392,186,524,682,239,28,48,163,0.9625668449,8.3832335329,1.245508982,10.919013583,2.2522247337,19.178528519,37.591382084,3.9363023602,6.8157289185,4.2580487507,0.15476408660000002,5.0094691185,7.2637302218,2.620808,47.1856287425,4.5508982036,0.9580838323
Rorbas,68,2705,15.6477126977,609.2342342342,26.9131238447,23.5120147874,65.8040665434,10.6839186691,7.182007182,2.268002268,13.23001323,2.268002268,1072,2.5065298507,4.46,15.4708520179,22,34.5291479821,-19,46.8609865471,3.1390134529,487,36,108,343,152,8,30,114,0.6065857886,5.4137664346,3.0162412993,10.875041589,2.8233281049,20.157802177,39.483815771,5.2664100005,5.7417177623,2.5428965255,0.06179000900000001,5.0002376539,3.8594990256,4.187461,38.283062645,3.4802784223,1.1600928074
Wallisellen,69,15373,12.589717299,2394.5482866044,30.3779353412,18.9618161712,65.1076562805,15.9305275483,5.6233667427,2.8447619993,13.7607092058,7.0126691145,6908,2.173566879,6.46,56.6563467492,44,21.3622291022,-46,20.8978328173,1.0835913313,15759,53,3266,12440,1282,8,165,1109,0.8108467367000001,22.0083456724,2.5911966617,18.80047561,4.2086814188,19.661359811,35.096280054,2.3602896895,7.3796692352,4.0735650643,0.2092373261,4.0141138683,1.6769869825,2.519341,84.3316731727,5.1823933235,6.124646655
Wasterkingen,70,568,1.6100178890999999,143.4343434343,11.9718309859,20.7746478873,64.6126760563,14.6126760563,6.9991251093999995,0,12.2484689414,6.9991251093999995,246,2.3008130081,3.94,7.3604060914,3,49.2385786802,-3,43.1472081218,0.2538071066,77,20,20,37,36,9,4,23,0.7575757576000001,22.6086956522,1.2173913043,8.4178632591,1.3436964827,18.205769991,52.522724279,2.5424845211,5.4538269003,4.4131208009,0.0131734949,3.5304966408,2.4766170465,1.080227,3.4782608696,0,0
Wil (ZH),71,1357,5.5209953344,151.6201117318,10.3905674282,20.3389830508,62.0486366986,17.6123802506,5.2336448598,3.738317757,8.2242990654,4.4859813084,569,2.3567662566,8.97,15.2731326644,12,53.1772575251,-22,30.2118171683,1.3377926421,497,62,153,282,123,24,21,78,0.4934210526,6.8285280728,0.5311077390000001,12.780565091,2.8201742804,12.490097703,44.082387114,3.7127013467000003,7.6366517032,4.2408238711,0.2534988117,4.6950092421,3.9450752575,3.343016,15.1745068285,0,0
Winkel,72,4172,6.1577608142,514.4266337855,13.9980824545,18.7440076702,63.4707574305,17.7852348993,6.6921606119,3.8240917782,8.3652007648,5.9751434034,1833,2.2640480087,8.1,21.4814814815,31,43.950617284,-35,27.5308641975,7.037037037,778,111,115,552,247,23,32,192,0.5122950820000001,5.9580552908,0.7387988561000001,20.345032719,3.0933967876,11.998810232,44.899861194,2.5718818164,6.5298433472,4.1344437835,0.1447551061,2.1078722982,2.2764227642,1.89768,26.2154432793,0.4766444233,0
Bachs,81,598,4.181184669,65.4983570646,9.364548495,19.2307692308,63.0434782609,17.7257525084,14.9006622517,3.3112582781,16.5562913907,3.3112582781,241,2.4605809129000002,9.15,6.0109289617,6,48.9617486339,-10,44.4808743169,0.5464480874000001,257,74,37,146,58,25,6,27,0.3546099291,11.4754098361,2.6229508196999998,5.4654521218,0.5998666963,12.341701844,54.287936014,1.5996445234,5.0877582759,2.3772495001,*,5.4765607643,11.719617863,1.044212,36.0655737705,0,0
Boppelsen,82,1284,-0.3105590062,324.2424242424,11.6822429907,24.2990654206,58.1775700935,17.523364486,0.7707129094,1.5414258189,6.1657032755,5.3949903661,532,2.4060150376,3.92,12.5,11,40.306122449,-11,45.9183673469,1.2755102041,199,73,15,111,78,14,9,55,0.7181328546,1.5255530130000001,0.9916094584,16.733292044,2.9840662125,13.996959631,40.206069478,6.7563763302,7.8880693655,2.2127132481,0.0112606272,4.5887055909,3.7441585496,0.878329,14.4927536232,0,0
Buchs (ZH),83,6172,11.6295894375,1056.8493150685,23.995463383,21.775761503600002,67.1905379132,11.0337005833,8.2437565667,3.2328457124,12.4464559929,2.58627657,2592,2.3630401235000003,5.88,26.1904761905,43,46.768707483,-44,25.8503401361,1.1904761905,2150,55,295,1800,268,14,51,203,0.32304379040000003,1.9351717465,3.4026769876,13.563738074,3.4407448561000002,13.069466263,47.413694011,2.3870646385,6.3565653856,4.0499636001,0.013410475500000001,4.2128050883,3.1112303153,2.381317,62.7318174488,3.3865505564,1.6126431221000002
Dällikon,84,3904,8.1140958183,865.6319290466,28.6116803279,20.9528688525,63.9344262295,15.112704918,4.4316996872,1.8248175182000002,12.7737226277,4.1710114703,1662,2.3375451264000002,4.48,23.8839285714,29,42.4107142857,-31,32.5892857143,1.1160714286,2482,36,1343,1103,270,10,81,179,0.4011461318,4.5116772824,4.1666666667,12.328946079,3.0830530063,13.965185016,48.251085927,2.5213102975,8.7755968516,3.6186681472,0.026127567900000002,4.0693686926,1.4370162318,1.923642,71.3906581741,5.8386411890000005,3.1847133758
Dänikon,85,1947,1.9371727749,678.3972125436,27.9404211608,22.4447868516,66.6153055984,10.9399075501,6.1506919528,2.5627883137,12.3013839057,3.5879036392,767,2.5267275098,2.8,19.2857142857,26,47.1428571429,-29,31.4285714286,2.1428571429,410,57,213,140,97,9,23,65,0.2496878901,1.0230179028,1.2787723785,10.912433155,3.7990196078,16.688948307,47.069964349,1.0806595365,9.625668449199999,4.4563279857,0.0167112299,2.4119875223,2.6403743316,1.297906,38.8746803069,4.6035805627,0.5115089514
Dielsdorf,86,5917,4.8555732766,1008.0068143101,29.1363866824,19.7059320602,65.2019604529,15.0921074869,7.4544684456,2.2024565862,13.7229987294,4.7437526472,2565,2.2951267057,5.87,34.9233390119,40,33.3901192504,-42,29.8126064736,1.8739352641,3862,23,682,3157,423,9,62,352,0.705716302,3.566576087,1.8002717391,12.859691942,3.5010357487,17.34930369,41.278175441,3.2959369937,5.2013044281,3.3882314334,0.0779375269,5.6115019382,4.4342350842,3.002646,63.6888586957,3.3967391304,4.9252717391
Hüttikon,87,703,6.1933534743,442.1383647799,14.3669985775,19.2034139403,64.7226173542,16.0739687055,4.3352601156,1.4450867052,15.895953757200001,1.4450867052,275,2.4145454545,1.6,15,11,48.75,-11,36.25,0,128,18,56,54,45,8,8,29,3.9603960396,11.7474302496,0.5873715125,16.795778601,5.2767486247,9.0602896598,53.744246099,2.357696194,4.4796227686,1.9535197036,*,3.4691815426,1.4482990906,1.414618,38.1791483113,11.7474302496,0
Neerach,88,3008,1.0752688172,498.0132450331,12.4667553191,16.0904255319,66.3563829787,17.5531914894,6.9536423841,4.6357615894,5.6291390728,4.3046357616,1338,2.2346786248,6,19.1666666667,23,61.8333333333,-25,5.6666666667,13.3333333333,618,48,85,485,242,19,24,199,1.5603799186,0.6596306069,0.6926121372,15.900744177,3.148255533,9.5631584034,51.311974485,2.0730646564,5.6828066106,4.4336522664,0.0241615927,2.706098386,3.7063883251,1.449696,41.5567282322,0.32981530340000004,0
Niederglatt,89,4721,2.9661941112,1311.3888888889,26.3291675492,21.4573183648,64.2872272824,14.2554543529,7.2510130092,2.1326508851,11.0897846023,5.5448923011,1981,2.3518425038,3.6,33.0555555556,17,55.2777777778,-17,7.7777777778,3.8888888889,1334,33,535,766,212,10,43,159,1.0144927536,7.300837449,1.0307064634,12.401423351,3.3011155992,14.406616657,48.593479515,1.6301211771,5.2942873630000005,4.1330063474,0.014425851100000001,3.4694171956,4.3710328909000005,2.385074,31.5653854413,0.8589220528,2.5767661585
Niederhasli,90,9044,5.8644504272999995,800.3539823009,25.3759398496,22.7885891199,63.2574082264,13.9540026537,5.4702763048000005,3.1258721742,12.9500418644,5.3586380128,3737,2.4054054054,11.31,21.5738284704,70,55.2608311229,-68,21.2201591512,1.9451812555,2298,68,878,1352,424,28,78,318,0.6411900487000001,0.5636343141,2.3559914328,10.513157556,4.2230469857,16.889610557,47.304054228,1.710095621,6.4589293538,3.5967421841,0.2216551973,3.576123096,3.6959715457,1.810614,37.5380453162,2.2545372562,0.5636343141
Niederweningen,91,2877,5.3460270963,420,16.5102537365,24.9217935349,63.1560653458,11.9221411192,3.5310734462999998,2.4717514124,8.8276836158,7.0621468927,1116,2.5555555556,6.88,14.0988372093,31,46.0755813953,-34,39.0988372093,0.726744186,864,39,441,384,160,21,31,108,1.1764705882,5.7409400789,1.4711158952,14.073009661,2.7057600587,17.6348294,34.462516815,3.2988871224,7.3712853125,3.9898495781000003,0.03057356,7.5302678244,5.4329216094,3.470099,41.9806243272,2.1528525296,1.7940437747
Oberglatt,92,6639,13.2741852926,804.7272727273,35.8186473867,23.3770146106,66.4859165537,10.1370688357,6.8634179822,2.7453671929,14.9469991611,3.9655303897,2809,2.3456746173,8.23,31.227217497,50,49.6962332928,-63,10.5710814095,8.5054678007,1272,32,571,669,290,10,60,220,1.0309278351,35.5267222737,4.06240346,12.124123604,3.1004933783,16.598286159,45.011685277,3.9807842119,5.0610231109,2.8615943911,0.1843676967,3.2718774344,5.3856141262,2.420151,59.7775718258,2.7803521779,3.3982082175
Oberweningen,93,1826,4.5819014891,369.6356275304,21.2486308872,21.9058050383,64.2935377875,13.8006571742,4.4667783361,1.675041876,6.1418202122,3.9084310441000003,735,2.4571428571,4.88,10.6557377049,14,33.8114754098,-15,55.3278688525,0.2049180328,327,34,73,220,84,7,15,62,1.6209476309,24.4874715262,1.708428246,13.389481744,2.1917021582,13.585682155,44.719337704,1.9285064842000001,5.9769344882,4.0245011246,0.0717806384,3.5938172943,7.2785567306,3.239699,22.7790432802,1.138952164,0
Otelfingen,94,2800,14.006514658,391.6083916084,20.6071428571,23.7142857143,61.0357142857,15.25,4.3251036223,3.6042530186,11.1731843575,3.6042530186,1108,2.5018050542,7.21,25.1040221914,85,36.7545076283,-89,37.1705963939,0.9708737864,2945,56,420,2469,253,11,48,194,0.7537688442,0,1.4550745726,13.603414403,3.9597588239,15.053180679,41.088002168,2.8927579432,10.026420974,5.0606327485,0.1388794797,4.4272068288,1.8359189757,1.913827,76.0276464169,2.9101491451,0
Regensberg,95,489,-0.4073319756,206.3291139241,18.200408998,21.2678936605,60.736196319,17.9959100204,6.160164271,2.0533880903,8.2135523614,0,233,2.0944206009,2.38,9.243697479,-2,34.0336134454,-1,55.4621848739,1.2605042016999999,213,19,7,187,35,5,3,27,1.9011406844,0,0.618556701,14.801078894,5.5293324343,18.762643291,33.580579906,2.8152393796,6.1193526635,1.0451786918,0.0337154417,8.7997302765,4.8550236008,3.658125,14.4329896907,0,6.1855670103
Regensdorf,96,17478,5.6263975343,1195.4856361149,34.0027463096,21.2838997597,62.8275546401,15.8885456002,6.174798742,2.4237527772,12.4073058834,6.059381943,7495,2.308072048,14.63,31.8523581681,91,42.1052631579,-91,23.7867395762,2.2556390977,10639,69,2621,7949,1259,23,209,1027,0.5202385484000001,6.8106408988,4.1096687817,11.516652597,3.9947119443,17.409171272000002,47.543124731,1.6397750984,5.7117372537,3.4547568609,0.10273481670000001,4.0823152764,1.7671981268999999,2.777822,64.4973514174,5.8792712032,3.4926363583
Rümlang,97,7553,12.3289708507,608.6220789686,30.3455580564,19.7802197802,65.1926386866,15.0271415332,5.8170995671,2.4350649350999998,15.4220779221,7.1699134199,3287,2.2662001825,12.46,29.2937399679,89,46.4686998395,-90,21.4285714286,2.808988764,5874,86,1927,3861,712,25,161,526,0.9458297506000001,22.9567141474,2.5445996404,8.5814606742,2.108497191,21.169241573,46.980337079,2.3788623596000003,5.1860955056,3.0916432584,0.0052668539,3.6323735955,5.1966292135,1.669593,72.1891854515,4.8402710552,3.0424560918
Schleinikon,98,730,1.8131101813,128.5211267606,8.7671232877,22.1917808219,65.4794520548,12.3287671233,6.9589422408,1.3917884482,9.7425191371,4.1753653445,302,2.4039735099,5.65,6.7256637168,6,49.203539823,-7,43.5398230088,0.5309734513000001,137,25,39,73,58,15,9,34,1.8181818182,0,0,8.4239709959,1.8980592877,19.385796545,44.177863084,2.0153550864,8.7118788654,1.3115802943000001,0.0319897633,6.2273405843,5.4062699936,2.409896,11.315417256,0,0
Schöfflisdorf,99,1389,2.5092250923,346.3840399002,16.2706983441,19.9424046076,60.9791216703,19.0784737221,3.635041803,2.9080334424,7.9970919666,6.5430752454,587,2.3407155026,3.99,11.528822055100001,7,42.3558897243,-8,45.8646616541,0.25062656640000003,359,16,55,288,95,7,18,70,0.7886435331,0,0.9544787078,12.088769934,3.5407605665,12.769042043,42.723318836,2.0631203301,8.5145533623,3.981264637,0.0223040036,5.0462808074,6.6410170626,2.609568,30.1027900147,16.1527165932,0.7342143906
