commune,total_inhabitants,percentage_18,percentage_40,percentage_65,percentage_100,percentage_men,percentage_swiss
Mauborget,110,0.15,0.17,0.43,0.25,0.58,0.8
Mauensee,1271,0.19,0.3,0.4,0.12,0.5,0.91
Maur,9736,0.19,0.22,0.39,0.2,0.49,0.8
Mauraz,49,0.2,0.18,0.45,0.16,0.43,1.0
Medel (Lucmagn),398,0.13,0.21,0.4,0.27,0.49,0.98
Meggen,6773,0.16,0.21,0.39,0.24,0.48,0.86
Meienried,54,0.07,0.3,0.46,0.17,0.57,0.98
Meierskappel,1351,0.23,0.26,0.37,0.14,0.51,0.86
Meikirch,2397,0.15,0.24,0.38,0.23,0.48,0.93
Meilen,13235,0.18,0.22,0.38,0.21,0.48,0.79
Meinier,2080,0.22,0.25,0.34,0.19,0.48,0.78
Meinisberg,1342,0.2,0.21,0.38,0.21,0.5,0.89
Meiringen,4668,0.16,0.26,0.37,0.2,0.49,0.83
Meisterschwanden,2748,0.17,0.25,0.42,0.16,0.51,0.84
Melano,1435,0.18,0.27,0.38,0.17,0.52,0.71
Melchnau,1536,0.18,0.25,0.36,0.22,0.51,0.85
Melide,1779,0.15,0.24,0.38,0.22,0.48,0.64
Mellikon,241,0.21,0.23,0.37,0.19,0.51,0.85
Mellingen,5150,0.18,0.32,0.36,0.14,0.51,0.69
Mels,8617,0.2,0.3,0.34,0.16,0.5,0.84
Meltingen,652,0.19,0.24,0.39,0.19,0.52,0.94
Mendrisio,14920,0.16,0.25,0.36,0.22,0.48,0.78
Menziken,5779,0.19,0.27,0.35,0.18,0.49,0.62
Menzingen,4380,0.18,0.25,0.37,0.19,0.5,0.81
Menznau,2917,0.22,0.29,0.33,0.15,0.52,0.91
Merenschwand,3422,0.21,0.28,0.38,0.13,0.52,0.82
Mergoscia,217,0.15,0.13,0.46,0.26,0.51,0.89
Merishausen,838,0.23,0.24,0.37,0.16,0.51,0.87
Mervelier,522,0.17,0.25,0.37,0.21,0.48,0.97
Merzligen,396,0.16,0.17,0.37,0.3,0.51,0.96
Mesocco,1308,0.15,0.21,0.4,0.24,0.52,0.81
Messen,1457,0.2,0.24,0.38,0.18,0.51,0.96
Mettauertal,1920,0.17,0.23,0.41,0.19,0.5,0.88
Mettembert,105,0.19,0.28,0.43,0.1,0.5,0.87
Mettmenstetten,4472,0.2,0.26,0.39,0.16,0.5,0.86
Metzerlen-Mariastein,923,0.14,0.21,0.43,0.21,0.51,0.91
Mex (VD),662,0.17,0.3,0.36,0.18,0.49,0.74
Meyriez,599,0.19,0.2,0.39,0.21,0.49,0.93
Meyrin,21989,0.19,0.3,0.33,0.18,0.5,0.55
Mezzovico-Vira,1334,0.21,0.23,0.4,0.16,0.51,0.84
Mies,1971,0.25,0.21,0.39,0.14,0.51,0.6
Miglieglia,307,0.23,0.19,0.38,0.19,0.49,0.84
Milvignes,8996,0.2,0.26,0.34,0.2,0.49,0.81
Minusio,7252,0.15,0.21,0.37,0.27,0.46,0.77
Mirchel,612,0.23,0.25,0.34,0.17,0.52,0.97
Misery-Courtion,1761,0.22,0.3,0.35,0.13,0.51,0.78
Missy,336,0.18,0.3,0.33,0.19,0.51,0.86
Miège,1331,0.23,0.27,0.34,0.15,0.48,0.85
Moiry,263,0.21,0.27,0.36,0.16,0.48,0.92
Moleno,127,0.15,0.28,0.42,0.15,0.51,0.81
Mollens (VD),288,0.19,0.27,0.36,0.17,0.5,0.89
Mollens (VS),950,0.17,0.23,0.35,0.24,0.5,0.73
Molondin,228,0.18,0.29,0.34,0.19,0.5,0.83
Mont-Noble,992,0.12,0.19,0.36,0.32,0.47,0.9
Mont-Tramelan,114,0.23,0.31,0.25,0.21,0.46,0.98
Mont-la-Ville,373,0.21,0.17,0.4,0.22,0.5,0.89
Mont-sur-Rolle,2629,0.24,0.25,0.38,0.14,0.49,0.7
Montagny (FR),2274,0.23,0.28,0.34,0.15,0.49,0.89
Montagny-près-Yverdon,727,0.21,0.29,0.34,0.15,0.51,0.86
Montalchez,240,0.29,0.26,0.3,0.15,0.5,0.93
Montana,2385,0.13,0.23,0.36,0.28,0.48,0.69
Montanaire,2430,0.22,0.28,0.34,0.16,0.5,0.88
Montcherand,472,0.21,0.29,0.37,0.12,0.5,0.91
Monte Carasso,2795,0.19,0.29,0.36,0.16,0.5,0.8
Monteceneri,4604,0.17,0.27,0.4,0.15,0.54,0.76
Monteggio,895,0.14,0.2,0.39,0.26,0.49,0.78
Montet (Glâne),388,0.23,0.24,0.43,0.1,0.51,0.87
Montfaucon,596,0.19,0.27,0.34,0.2,0.52,0.96
Montherod,517,0.21,0.29,0.41,0.09,0.52,0.72
Monthey,17405,0.18,0.3,0.34,0.17,0.49,0.68
Montilliez,1631,0.24,0.27,0.37,0.12,0.5,0.86
Montpreveyres,597,0.24,0.3,0.34,0.11,0.52,0.76
Montreux,26199,0.15,0.34,0.32,0.19,0.47,0.53
Montricher,933,0.23,0.29,0.34,0.15,0.5,0.85
Moosleerau,923,0.2,0.29,0.36,0.14,0.52,0.85
Moosseedorf,3967,0.17,0.31,0.36,0.16,0.5,0.8
Morbio Inferiore,4681,0.17,0.23,0.39,0.21,0.48,0.75
Morcote,731,0.11,0.2,0.41,0.28,0.5,0.57
Morens (FR),158,0.22,0.25,0.37,0.16,0.54,0.88
Morges,15464,0.16,0.31,0.32,0.2,0.48,0.64
Morlon,585,0.22,0.26,0.36,0.17,0.5,0.89
Morrens (VD),1055,0.21,0.25,0.36,0.18,0.49,0.87
Morschach,1123,0.21,0.29,0.36,0.13,0.53,0.81
Mosnang,2827,0.24,0.26,0.35,0.16,0.52,0.96
Mosogno,51,0.14,0.1,0.51,0.25,0.55,0.92
Moudon,5833,0.22,0.32,0.33,0.13,0.5,0.54
Moutier,7627,0.18,0.27,0.34,0.21,0.49,0.73
Movelier,382,0.13,0.21,0.41,0.25,0.5,0.9
Muhen,3785,0.18,0.27,0.38,0.17,0.5,0.87
Mulegns,25,0.08,0.12,0.28,0.52,0.48,1.0
Mumpf,1340,0.16,0.26,0.43,0.15,0.51,0.72
Mundaun,301,0.14,0.25,0.37,0.24,0.52,0.91
Muntelier,953,0.17,0.2,0.44,0.19,0.5,0.91
Muolen,1165,0.23,0.28,0.35,0.14,0.5,0.94
Muotathal,3485,0.22,0.29,0.34,0.16,0.52,0.95
Muralto,2773,0.1,0.22,0.35,0.33,0.47,0.71
Murgenthal,2876,0.19,0.26,0.38,0.17,0.51,0.82
Muri (AG),7477,0.2,0.29,0.35,0.16,0.5,0.78
Muri bei Bern,12963,0.16,0.21,0.36,0.27,0.48,0.85
Muriaux,503,0.18,0.27,0.36,0.19,0.51,0.92
Murist,604,0.22,0.26,0.36,0.16,0.5,0.92
Murten,6544,0.19,0.26,0.35,0.2,0.48,0.79
Mutrux,148,0.24,0.3,0.29,0.18,0.51,0.96
Mutten,75,0.23,0.24,0.35,0.19,0.55,0.97
Muttenz,17535,0.16,0.25,0.36,0.23,0.48,0.81
Muzzano,838,0.18,0.23,0.37,0.22,0.48,0.78
Mägenwil,2078,0.22,0.29,0.37,0.12,0.52,0.8
Männedorf,10534,0.2,0.22,0.38,0.21,0.48,0.81
Märstetten,2752,0.21,0.28,0.38,0.13,0.5,0.87
Ménières,378,0.25,0.3,0.31,0.14,0.5,0.86
Mézières (FR),1015,0.21,0.28,0.36,0.14,0.5,0.87
Mézières (VD),1193,0.2,0.27,0.35,0.18,0.48,0.85
Möhlin,10745,0.2,0.29,0.36,0.16,0.5,0.76
Mönchaltorf,3633,0.19,0.23,0.38,0.19,0.5,0.85
Mönthal,389,0.12,0.23,0.44,0.2,0.51,0.89
Mörel-Filet,690,0.15,0.27,0.33,0.25,0.49,0.86
Mörigen,846,0.17,0.16,0.41,0.26,0.47,0.95
Möriken-Wildegg,4342,0.19,0.27,0.37,0.17,0.5,0.8
Mörschwil,3595,0.2,0.25,0.38,0.17,0.5,0.92
Mötschwil,127,0.2,0.24,0.35,0.2,0.5,0.97
Mühlau,1015,0.19,0.28,0.41,0.12,0.51,0.87
Mühleberg,2826,0.16,0.25,0.39,0.2,0.5,0.91
Mühledorf (BE),247,0.26,0.25,0.34,0.15,0.49,0.96
Mühlethurnen,1390,0.17,0.24,0.39,0.2,0.49,0.95
Müllheim,2900,0.19,0.27,0.39,0.15,0.51,0.83
Mülligen,1039,0.17,0.31,0.39,0.13,0.51,0.86
Mümliswil-Ramiswil,2436,0.18,0.26,0.36,0.2,0.52,0.91
Münchenbuchsee,9870,0.18,0.27,0.36,0.19,0.49,0.84
Münchenstein,11881,0.17,0.26,0.36,0.21,0.49,0.76
Münchenwiler,483,0.2,0.24,0.41,0.15,0.5,0.89
Münchwilen (AG),910,0.17,0.31,0.36,0.17,0.51,0.79
Münchwilen (TG),5165,0.2,0.29,0.37,0.14,0.5,0.79
Münsingen,11645,0.18,0.24,0.35,0.23,0.48,0.9
Münster-Geschinen,462,0.13,0.24,0.36,0.27,0.49,0.89
Münsterlingen,3176,0.18,0.27,0.39,0.16,0.5,0.61
Müntschemier,1309,0.19,0.27,0.39,0.15,0.51,0.71
Naters,9729,0.16,0.29,0.36,0.19,0.49,0.86
Nebikon,2517,0.21,0.32,0.35,0.13,0.51,0.74
Neckertal,4000,0.2,0.26,0.38,0.17,0.52,0.91
Neerach,3008,0.14,0.23,0.45,0.18,0.51,0.88
Neftenbach,5504,0.21,0.26,0.39,0.14,0.5,0.89
Neggio,334,0.15,0.26,0.39,0.2,0.49,0.87
Nendaz,6220,0.17,0.27,0.37,0.19,0.51,0.86
Nenzlingen,417,0.21,0.21,0.4,0.18,0.5,0.92
Nesslau,3643,0.19,0.24,0.35,0.22,0.5,0.92
Neuchâtel,33809,0.17,0.34,0.32,0.18,0.48,0.67
Neuendorf,2021,0.2,0.26,0.41,0.13,0.5,0.92
Neuenegg,4947,0.17,0.25,0.38,0.2,0.5,0.89
Neuenhof,8603,0.18,0.34,0.32,0.16,0.5,0.53
Neuenkirch,6484,0.22,0.29,0.37,0.13,0.51,0.9
Neuhausen am Rheinfall,10324,0.16,0.29,0.33,0.21,0.5,0.61
Neuheim,2018,0.21,0.24,0.42,0.13,0.53,0.79
Neunforn,932,0.14,0.24,0.4,0.22,0.52,0.94
Neunkirch,2050,0.18,0.28,0.37,0.17,0.5,0.83
Neyruz (FR),2504,0.24,0.3,0.36,0.11,0.5,0.85
Nidau,6893,0.16,0.28,0.32,0.23,0.47,0.76
Niederbipp,4448,0.18,0.29,0.38,0.15,0.51,0.78
Niederbuchsiten,1042,0.19,0.28,0.38,0.15,0.52,0.88
Niederbüren,1515,0.23,0.29,0.37,0.11,0.52,0.91
Niederdorf,1757,0.18,0.25,0.37,0.21,0.49,0.78
Niedergesteln,679,0.19,0.24,0.4,0.18,0.51,0.94
Niederglatt,4721,0.19,0.29,0.37,0.14,0.5,0.74
Niedergösgen,3794,0.17,0.28,0.36,0.18,0.5,0.72
Niederhasli,9044,0.2,0.3,0.35,0.14,0.5,0.75
Niederhelfenschwil,2954,0.25,0.26,0.36,0.13,0.51,0.94
Niederhünigen,610,0.19,0.27,0.41,0.13,0.49,0.98
Niederlenz,4478,0.21,0.3,0.35,0.14,0.5,0.72
Niedermuhlern,466,0.17,0.27,0.39,0.17,0.53,0.96
Niederried bei Interlaken,362,0.15,0.19,0.42,0.24,0.51,0.87
Niederrohrdorf,3622,0.18,0.28,0.36,0.18,0.49,0.82
Niederwald,45,0.16,0.13,0.42,0.29,0.53,0.89
Niederweningen,2877,0.22,0.25,0.41,0.12,0.5,0.83
Niederwil (AG),2651,0.19,0.28,0.4,0.13,0.51,0.84
Niederönz,1584,0.18,0.25,0.37,0.2,0.49,0.91
Niederösch,237,0.24,0.2,0.4,0.16,0.47,0.98
Nods,741,0.2,0.23,0.4,0.17,0.52,0.93
Noflen,292,0.19,0.35,0.3,0.16,0.53,0.96
Noréaz,623,0.23,0.31,0.34,0.12,0.49,0.94
Nottwil,3475,0.22,0.29,0.37,0.12,0.5,0.89
Novaggio,818,0.17,0.22,0.38,0.23,0.47,0.88
Novalles,102,0.24,0.29,0.33,0.14,0.5,0.92
Novazzano,2430,0.16,0.21,0.39,0.23,0.49,0.83
Noville,971,0.22,0.28,0.36,0.15,0.5,0.76
Nufenen,157,0.29,0.18,0.29,0.24,0.55,0.9
Nuglar-St. Pantaleon,1487,0.18,0.23,0.41,0.18,0.49,0.92
Nunningen,1848,0.18,0.23,0.4,0.19,0.51,0.93
Nusshof,264,0.21,0.17,0.45,0.17,0.5,0.89
Nuvilly,398,0.24,0.24,0.36,0.16,0.51,0.91
Nyon,19734,0.19,0.31,0.34,0.15,0.49,0.6
Nürensdorf,5385,0.17,0.24,0.39,0.2,0.5,0.84
Oberbalm,887,0.19,0.23,0.4,0.18,0.5,0.94
Oberbipp,1683,0.17,0.28,0.4,0.15,0.51,0.85
Oberbuchsiten,2123,0.19,0.3,0.38,0.13,0.5,0.77
Oberburg,2920,0.18,0.28,0.36,0.18,0.49,0.85
Oberbüren,4250,0.22,0.29,0.36,0.14,0.51,0.88
Oberdiessbach,3506,0.19,0.26,0.37,0.18,0.51,0.93
Oberdorf (BL),2402,0.19,0.25,0.38,0.18,0.51,0.78
Oberdorf (NW),3081,0.2,0.26,0.38,0.17,0.5,0.94
Oberdorf (SO),1658,0.19,0.19,0.42,0.2,0.48,0.93
Oberegg,1899,0.18,0.25,0.36,0.21,0.51,0.92
Oberembrach,1092,0.18,0.28,0.4,0.15,0.5,0.88
Oberems,127,0.17,0.17,0.35,0.31,0.46,0.97
Oberengstringen,6550,0.17,0.29,0.33,0.21,0.5,0.69
Oberentfelden,7775,0.19,0.28,0.35,0.18,0.49,0.7
Obergerlafingen,1121,0.18,0.24,0.38,0.2,0.51,0.93
Oberglatt,6639,0.21,0.36,0.33,0.1,0.51,0.64
Obergoms,656,0.16,0.2,0.38,0.25,0.53,0.89
Obergösgen,2192,0.16,0.29,0.36,0.19,0.5,0.75
Oberhallau,435,0.21,0.26,0.37,0.16,0.53,0.95
Oberhelfenschwil,1303,0.22,0.25,0.37,0.16,0.51,0.92
Oberhof,594,0.22,0.25,0.37,0.16,0.51,0.92
Oberhofen am Thunersee,2388,0.15,0.18,0.37,0.3,0.48,0.9
Oberhünigen,319,0.24,0.22,0.38,0.16,0.46,0.97
Oberiberg,890,0.14,0.21,0.38,0.27,0.53,0.88
Oberkirch,4062,0.22,0.32,0.34,0.12,0.5,0.88
Oberkulm,2603,0.19,0.28,0.36,0.17,0.48,0.78
Oberlangenegg,473,0.22,0.23,0.34,0.21,0.48,0.99
Oberlunkhofen,1931,0.18,0.24,0.41,0.17,0.49,0.88
Obermumpf,1020,0.17,0.28,0.4,0.15,0.51,0.87
Oberried am Brienzersee,457,0.13,0.21,0.41,0.25,0.51,0.91
Oberrieden,5031,0.17,0.22,0.37,0.23,0.49,0.81
Oberriet (SG),8627,0.21,0.3,0.34,0.14,0.52,0.85
Oberrohrdorf,4000,0.15,0.25,0.37,0.22,0.51,0.82
Oberrüti,1477,0.23,0.29,0.39,0.09,0.5,0.87
Obersaxen,838,0.15,0.25,0.39,0.21,0.5,0.91
Oberschrot,1162,0.22,0.25,0.38,0.16,0.49,0.96
Obersiggenthal,8636,0.18,0.28,0.34,0.2,0.49,0.67
Oberstammheim,1153,0.2,0.24,0.39,0.18,0.5,0.92
Obersteckholz,418,0.19,0.19,0.39,0.22,0.5,0.98
Oberthal,747,0.18,0.26,0.37,0.19,0.52,0.98
Oberuzwil,6264,0.2,0.29,0.35,0.17,0.51,0.81
Oberweningen,1825,0.19,0.27,0.4,0.14,0.51,0.79
Oberwil (BL),10917,0.18,0.23,0.37,0.22,0.48,0.79
Oberwil bei Büren,828,0.2,0.21,0.4,0.19,0.5,0.95
Oberwil im Simmental,809,0.16,0.23,0.36,0.24,0.5,0.96
Oberwil-Lieli,2222,0.2,0.22,0.4,0.18,0.5,0.89
Oberägeri,5950,0.21,0.23,0.4,0.16,0.5,0.75
Oberösch,109,0.19,0.21,0.39,0.21,0.52,0.95
Obfelden,4927,0.21,0.26,0.38,0.16,0.5,0.81
Ochlenberg,574,0.19,0.25,0.33,0.22,0.51,0.98
Oekingen,812,0.21,0.23,0.39,0.17,0.49,0.92
Oensingen,6041,0.17,0.35,0.34,0.15,0.51,0.7
Oeschenbach,241,0.16,0.25,0.38,0.21,0.53,0.98
Oeschgen,922,0.19,0.26,0.38,0.17,0.54,0.89
Oetwil am See,4598,0.19,0.29,0.38,0.14,0.5,0.71
Oetwil an der Limmat,2309,0.14,0.23,0.41,0.22,0.5,0.84
Oftringen,13210,0.18,0.32,0.35,0.16,0.5,0.66
Ogens,261,0.22,0.26,0.39,0.13,0.48,0.9
Ollon,7364,0.25,0.23,0.35,0.17,0.5,0.64
Olsberg,366,0.13,0.19,0.42,0.27,0.54,0.88
Olten,17344,0.14,0.33,0.32,0.2,0.49,0.72
Oltingen,477,0.23,0.23,0.38,0.16,0.47,0.94
Onex,18299,0.19,0.28,0.32,0.2,0.48,0.63
Onnens (VD),500,0.22,0.25,0.38,0.15,0.5,0.86
Onsernone,246,0.06,0.14,0.43,0.37,0.5,0.95
Opfikon,17173,0.18,0.38,0.31,0.13,0.52,0.56
Oppens,177,0.18,0.28,0.41,0.14,0.59,0.77
Oppligen,658,0.21,0.28,0.34,0.16,0.48,0.95
Orbe,6797,0.22,0.31,0.33,0.14,0.49,0.68
Orges,275,0.17,0.33,0.37,0.13,0.51,0.86
Origlio,1460,0.22,0.21,0.41,0.17,0.47,0.81
Ormalingen,2062,0.16,0.28,0.36,0.19,0.49,0.88
Ormont-Dessous,1072,0.16,0.24,0.39,0.21,0.49,0.88
Ormont-Dessus,1463,0.13,0.26,0.34,0.26,0.5,0.74
Orny,366,0.22,0.25,0.4,0.14,0.49,0.84
Oron,5202,0.21,0.3,0.34,0.15,0.49,0.79
Orpund,2638,0.17,0.25,0.37,0.22,0.49,0.84
Orselina,753,0.08,0.17,0.4,0.35,0.48,0.8
Orsières,3178,0.21,0.26,0.32,0.21,0.51,0.86
Orvin,1194,0.18,0.24,0.38,0.2,0.5,0.89
Orzens,198,0.16,0.23,0.36,0.25,0.47,0.94
Osogna,1046,0.2,0.26,0.37,0.17,0.53,0.66
Ossingen,1391,0.22,0.22,0.39,0.17,0.51,0.92
Ostermundigen,16693,0.16,0.29,0.34,0.21,0.48,0.72
Otelfingen,2800,0.21,0.27,0.36,0.15,0.5,0.79
Othmarsingen,2631,0.19,0.33,0.35,0.13,0.5,0.75
Ottenbach,2547,0.19,0.23,0.41,0.17,0.5,0.89
Oulens-sous-Echallens,532,0.2,0.3,0.35,0.15,0.49,0.9
Pailly,521,0.24,0.28,0.36,0.12,0.5,0.89
Pampigny,1103,0.24,0.25,0.39,0.12,0.51,0.86
Paradiso,4037,0.14,0.28,0.38,0.21,0.51,0.44
Paudex,1462,0.16,0.26,0.37,0.21,0.49,0.67
Payerne,9387,0.21,0.3,0.33,0.16,0.49,0.62
Penthalaz,3147,0.2,0.33,0.32,0.15,0.48,0.74
Penthaz,1663,0.22,0.29,0.35,0.14,0.5,0.77
Penthéréaz,386,0.23,0.29,0.36,0.12,0.49,0.95
Perly-Certoux,3066,0.21,0.28,0.34,0.17,0.48,0.74
Perrefitte,434,0.18,0.2,0.38,0.25,0.49,0.84
Perroy,1412,0.23,0.24,0.37,0.16,0.49,0.71
Personico,349,0.16,0.28,0.32,0.24,0.52,0.78
Peseux,5852,0.19,0.28,0.33,0.19,0.48,0.67
Petit-Val,406,0.23,0.23,0.37,0.17,0.53,0.92
Pfaffnau,2304,0.18,0.28,0.37,0.16,0.51,0.89
Pfeffingen,2334,0.18,0.18,0.42,0.22,0.5,0.86
Pfungen,3650,0.21,0.31,0.35,0.13,0.5,0.74
Pfyn,1952,0.2,0.27,0.39,0.14,0.5,0.86
Pfäfers,1556,0.19,0.24,0.38,0.19,0.53,0.87
Pfäffikon,11274,0.18,0.27,0.36,0.19,0.49,0.81
Pianezzo,586,0.16,0.22,0.41,0.21,0.48,0.9
Pierrafortscha,141,0.21,0.19,0.41,0.19,0.5,0.9
Pieterlen,3969,0.19,0.28,0.36,0.17,0.5,0.75
Plaffeien,1977,0.16,0.24,0.4,0.2,0.51,0.91
Plan-les-Ouates,10281,0.25,0.26,0.36,0.13,0.49,0.76
Plasselb,1048,0.16,0.26,0.41,0.18,0.52,0.89
Plateau de Diesse,2061,0.2,0.23,0.38,0.19,0.5,0.92
Pleigne,359,0.19,0.25,0.36,0.19,0.49,0.98
Pohlern,257,0.21,0.26,0.36,0.17,0.53,0.95
Poliez-Pittet,805,0.22,0.31,0.35,0.12,0.48,0.87
Pollegio,762,0.14,0.27,0.4,0.19,0.54,0.59
Pompaples,839,0.22,0.29,0.32,0.16,0.47,0.76
Pomy,735,0.27,0.25,0.35,0.13,0.51,0.91
Pont-en-Ogoz,1749,0.23,0.26,0.38,0.14,0.51,0.89
Pont-la-Ville,591,0.22,0.26,0.4,0.12,0.53,0.88
Ponte Capriasca,1860,0.23,0.2,0.4,0.17,0.49,0.86
Ponte Tresa,794,0.1,0.22,0.42,0.26,0.48,0.7
Ponthaux,690,0.26,0.27,0.35,0.12,0.5,0.92
Pontresina,2160,0.17,0.29,0.39,0.15,0.5,0.66
Porrentruy,6795,0.16,0.27,0.35,0.22,0.49,0.82
Port,3379,0.15,0.24,0.36,0.25,0.48,0.88
Port-Valais,3831,0.17,0.35,0.34,0.15,0.49,0.69
Porza,1623,0.19,0.24,0.39,0.18,0.49,0.76
Poschiavo,3522,0.18,0.25,0.34,0.24,0.49,0.91
Prangins,3987,0.21,0.25,0.37,0.16,0.49,0.7
Prato (Leventina),415,0.15,0.27,0.35,0.23,0.52,0.73
Pratteln,15599,0.17,0.3,0.34,0.19,0.5,0.6
Pregny-Chambésy,3593,0.22,0.24,0.38,0.16,0.49,0.48
Premier,181,0.11,0.3,0.36,0.22,0.55,0.96
Preonzo,615,0.2,0.27,0.34,0.2,0.51,0.89
Presinge,651,0.2,0.24,0.35,0.21,0.49,0.79
Prez-vers-Noréaz,964,0.21,0.29,0.37,0.13,0.49,0.85
Prilly,12057,0.18,0.32,0.3,0.19,0.48,0.58
Provence,377,0.15,0.25,0.38,0.22,0.5,0.92
Préverenges,5217,0.2,0.29,0.34,0.16,0.5,0.68
Prévondavaux,61,0.26,0.28,0.33,0.13,0.59,0.93
Prévonloup,173,0.24,0.2,0.38,0.18,0.5,0.88
Puidoux,2810,0.21,0.31,0.36,0.12,0.51,0.69
Pully,17618,0.17,0.26,0.34,0.23,0.47,0.69
Puplinge,2042,0.19,0.27,0.36,0.19,0.47,0.81
Pura,1436,0.19,0.22,0.4,0.2,0.49,0.78
Péry-La Heutte,1878,0.19,0.24,0.37,0.2,0.5,0.87
Quarten,2834,0.17,0.27,0.37,0.19,0.5,0.82
Quinto,1077,0.17,0.23,0.34,0.26,0.49,0.76
Radelfingen,1218,0.17,0.28,0.38,0.17,0.49,0.95
Rafz,4242,0.2,0.27,0.38,0.16,0.5,0.81
Rain,2533,0.24,0.26,0.37,0.12,0.5,0.95
Ramlinsburg,701,0.17,0.21,0.45,0.17,0.5,0.88
Ramsen,1373,0.16,0.24,0.41,0.19,0.5,0.76
Rances,434,0.2,0.21,0.4,0.18,0.52,0.9
Randa,440,0.18,0.28,0.36,0.18,0.49,0.74
Randogne,4412,0.08,0.49,0.25,0.18,0.5,0.4
Raperswilen,411,0.19,0.25,0.4,0.17,0.52,0.9
Rapperswil (BE),2419,0.18,0.25,0.4,0.17,0.5,0.95
Rapperswil-Jona,26721,0.17,0.29,0.34,0.2,0.49,0.82
Raron,1914,0.2,0.26,0.36,0.18,0.51,0.86
Realp,143,0.04,0.25,0.45,0.25,0.52,0.94
Rebeuvelier,393,0.21,0.26,0.42,0.12,0.53,0.94
Rebstein,4471,0.18,0.29,0.35,0.18,0.51,0.69
Rebévelier,44,0.3,0.18,0.27,0.25,0.61,0.98
Recherswil,1777,0.17,0.25,0.4,0.18,0.5,0.91
Rechthalten,1095,0.18,0.24,0.38,0.2,0.49,0.97
Reckingen-Gluringen,438,0.12,0.23,0.45,0.2,0.47,0.92
Reconvilier,2328,0.19,0.26,0.35,0.19,0.49,0.8
Regensberg,489,0.2,0.21,0.41,0.18,0.52,0.82
Regensdorf,17477,0.19,0.31,0.34,0.16,0.51,0.66
Rehetobel,1724,0.19,0.24,0.39,0.19,0.49,0.9
Reichenbach im Kandertal,3508,0.19,0.25,0.35,0.21,0.49,0.96
Reichenburg,3417,0.19,0.33,0.35,0.13,0.52,0.77
Reiden,6892,0.18,0.31,0.35,0.16,0.51,0.78
Reigoldswil,1596,0.19,0.25,0.37,0.19,0.5,0.89
Reinach (AG),8151,0.19,0.28,0.35,0.18,0.5,0.61
Reinach (BL),18809,0.16,0.23,0.37,0.24,0.48,0.79
Reisiswil,195,0.24,0.25,0.37,0.15,0.47,0.93
Reitnau,1262,0.23,0.28,0.34,0.15,0.5,0.89
Rekingen (AG),989,0.18,0.27,0.41,0.14,0.52,0.68
Remaufens,1041,0.26,0.25,0.38,0.11,0.5,0.82
Remetschwil,2040,0.2,0.23,0.43,0.14,0.52,0.86
Remigen,1047,0.18,0.25,0.39,0.17,0.51,0.85
Renan (BE),854,0.17,0.27,0.39,0.18,0.51,0.91
Renens (VD),20443,0.19,0.34,0.32,0.15,0.51,0.49
Rennaz,801,0.21,0.28,0.37,0.13,0.5,0.67
Reute (AR),674,0.15,0.19,0.44,0.22,0.51,0.84
Reutigen,989,0.16,0.28,0.37,0.19,0.51,0.95
Reverolle,355,0.2,0.31,0.38,0.11,0.52,0.85
Rheinau,1315,0.17,0.21,0.44,0.18,0.5,0.8
Rheineck,3220,0.16,0.27,0.36,0.2,0.5,0.65
Rheinfelden,12893,0.16,0.3,0.36,0.18,0.5,0.69
Rhäzüns,1371,0.22,0.26,0.36,0.16,0.52,0.83
Riaz,2348,0.21,0.31,0.35,0.13,0.5,0.83
Richterswil,13034,0.2,0.26,0.37,0.18,0.49,0.8
Rickenbach (BL),564,0.2,0.19,0.45,0.16,0.52,0.93
Rickenbach (LU),3108,0.22,0.28,0.35,0.16,0.5,0.82
Rickenbach (SO),867,0.14,0.23,0.44,0.19,0.52,0.88
Rickenbach (TG),2735,0.16,0.33,0.35,0.16,0.51,0.66
Rickenbach (ZH),2562,0.22,0.24,0.36,0.18,0.49,0.89
Riddes,2902,0.2,0.28,0.34,0.18,0.51,0.7
Ried bei Kerzers,1092,0.19,0.27,0.39,0.14,0.53,0.81
Ried-Brig,2012,0.2,0.28,0.37,0.15,0.51,0.93
Riederalp,508,0.19,0.22,0.4,0.2,0.49,0.86
Riedholz,2302,0.19,0.24,0.38,0.19,0.5,0.89
Riehen,20761,0.17,0.2,0.36,0.27,0.47,0.76
Riemenstalden,90,0.32,0.2,0.28,0.2,0.48,0.94
Rietheim,728,0.22,0.21,0.42,0.14,0.5,0.64
Rifferswil,999,0.24,0.23,0.39,0.14,0.48,0.92
Riggisberg,2460,0.18,0.24,0.38,0.21,0.5,0.94
Ringgenberg (BE),2623,0.17,0.25,0.38,0.2,0.49,0.9
Riniken,1487,0.19,0.25,0.34,0.21,0.49,0.83
Riom-Parsonz,304,0.13,0.25,0.38,0.24,0.52,0.96
Risch,10034,0.19,0.32,0.38,0.11,0.52,0.74
Riva San Vitale,2599,0.16,0.23,0.4,0.21,0.49,0.82
Rivaz,352,0.17,0.26,0.36,0.21,0.5,0.84
Roche (VD),1521,0.23,0.32,0.31,0.13,0.47,0.67
Rochefort,1098,0.2,0.24,0.4,0.16,0.5,0.89
Roches (BE),211,0.13,0.27,0.42,0.18,0.5,0.88
Rocourt,158,0.2,0.18,0.34,0.28,0.49,0.97
Rodersdorf,1288,0.17,0.21,0.39,0.23,0.48,0.89
